GeneSymbol,GeneID,GeneLength
RBBP5,5929,4088
OR5K3,403277,965
ARHGEF18,23370,6299
FAM106A,80039,2281
SNORD9,692053,103
FTMT,94033,872
DTWD1,56986,3444
C14orf183,196913,974
BAIAP2L1,55971,3668
CALD1,800,7996
NAA50,80218,3791
RCN1,5954,3381
HEPHL1,341208,5951
HCG9,10255,642
ABRA,137735,2753
UNC13C,440279,8448
HCRTR2,3062,3061
ATP4A,495,3668
SPAG11B,10407,529
C7orf60,154743,4020
LOC202181,202181,3210
CCR7,1236,2171
C3orf33,285315,1931
SELP,6403,3273
MANBA,4126,3310
IL22RA2,116379,2896
HAPLN2,60484,1790
CXorf48,54967,2161
SLC6A5,9152,2861
FBXW9,84261,1857
KLF4,9314,3213
FKBP5,2289,10628
FAM108A1,81926,1797
NBPF15,284565,4612
SLC6A17,388662,6573
GCN1L1,10985,8666
TRMT2B,79979,3458
C20orf103,24141,1776
CELF6,60677,5897
OR52R1,119695,1184
OTX2,5015,2399
PRRT4,401399,3682
GFRA4,64096,1516
ALCAM,214,6686
APLP1,333,2639
SAMHD1,25939,2701
B3GNT9,84752,2704
PLA2R1,22925,5861
BICC1,80114,3447
MRGPRG,386746,162
SLC13A2,9058,2870
WTIP,126374,2203
GIMAP4,55303,2006
C16orf91,283951,1416
SREBF2,6721,5759
EIF4A2,1974,3351
SLC35E3,55508,2345
CD1C,911,2591
FLJ12825,440101,3942
LYPLAL1,127018,1935
SHC4,399694,5700
MYPOP,339344,1885
MEAF6,64769,3022
DHRS12,79758,2765
UBE2F,140739,1605
ZNF763,284390,2810
G0S2,50486,962
REXO1L1,254958,6705
ASAH2B,653308,716
C2orf71,388939,7044
OTC,5009,1646
HRSP12,10247,1011
ATP6V1E2,90423,2590
FLJ43859,389761,4923
C19orf24,55009,977
ADCY3,109,4463
ZNF814,730051,8632
OR2V2,285659,947
SLC22A16,85413,3406
UBXN11,91544,3371
TOP3B,8940,4175
QRICH1,54870,3528
P2RY11,5032,1974
RAI14,26064,5855
C10orf12,26148,5888
TIGD4,201798,2431
KRTAP15-1,254950,452
RNASE12,493901,741
ZNF544,27300,4740
ESYT3,83850,4450
PPP1R12A,4659,8565
SPRED2,200734,4649
OR51A4,401666,940
CHMP1B,57132,3059
LOC728276,728276,782
SIRT4,23409,1170
GRIA1,2890,6404
FAM9B,171483,1960
LOX,4015,4165
SLC39A1,27173,3210
CD151,977,1548
RHBDF2,79651,6071
GAPT,202309,2216
GLIS3,169792,10406
KIFC3,3801,5259
SF3B2,10992,2894
TRAF6,7189,2574
RCCD1,91433,2765
C1orf220,400798,2577
ABI1,10006,3717
SPO11,23626,1816
FBXO22OS,692224,448
OTUD5,55593,3078
PIGL,9487,2062
TMEM178,130733,1626
CDK2AP1,8099,1866
TCHH,7062,7172
CNGB3,54714,4346
MLF2,8079,2256
OR2AG2,338755,951
SLC25A19,60386,2603
RAB33B,83452,3862
CHRM4,1132,1468
KATNAL2,83473,4272
MSX2P1,55545,2159
SLC15A4,121260,2789
MAN1B1,11253,6662
SNORA28,677811,126
SERPINA10,51156,2522
KCNK10,54207,8176
KRTAP19-7,337974,191
CXorf21,80231,1808
NFAT5,10725,15777
ITGA5,3678,4248
ABCG5,64240,3717
C9,735,2691
TULP2,7288,1760
ABCA13,154664,21156
FASTK,10922,2871
GALNT1,2589,4674
ISCA1,81689,2001
SSTR4,6754,1258
HCG18,414777,7017
GRAMD1B,57476,4279
FLJ43663,378805,3589
PIGO,84720,7188
PAPOLA,10914,5213
IL20,50604,1566
TYK2,7297,4655
CHEK1,1111,3943
SNORA63,6043,135
C14orf73,91828,2577
TRAT1,50852,1695
TELO2,9894,3327
DGKI,9162,4884
NACA,4666,6957
COX7A2L,9167,1887
OR5AK2,390181,928
KCNMA1,3778,16446
SDC2,6383,3705
SNORD113-7,767567,75
TTC25,83538,2114
TP73,7161,4418
ZDHHC4,55146,2530
NCRNA00120,55389,914
MMP9,4318,2335
EHD4,30844,4354
APCDD1,147495,2561
TJP1,7082,7503
CHRNA1,1134,2794
PLCH1,23007,6536
LOC727924,727924,2557
TTC12,54970,3464
HAVCR2,84868,2797
USH2A,7399,20183
DCAF16,54876,4546
MADCAM1,8174,1536
ASPH,444,9263
ZNF830,91603,1655
ZNF791,163049,2635
PHOSPHO2,493911,1123
LOC150776,150776,4133
TMBIM4,51643,2395
SLC35D1,23169,7451
NOTUM,147111,2216
USP28,57646,5070
NCOA1,8648,7071
ERC2,26059,6713
TIGD3,220359,1964
CHRM5,1133,3278
KHDRBS1,10657,3431
LOC400752,400752,1709
HOXD9,3235,1884
SPAG16,79582,8319
TEX14,56155,6317
CYP4A11,1579,3802
RLN3,117579,564
NT5C1B,93034,4346
FAM19A1,407738,4394
HUWE1,10075,14725
KCNA6,3742,5977
SELE,6401,3874
GLP1R,2740,3122
AMIGO1,57463,2470
DUSP4,1846,4221
TMEM150A,129303,2421
AAA1,404744,3213
SNORD114-15,767593,71
ANXA8L2,244,4595
TSPAN13,27075,1900
QPCTL,54814,2303
HOXD12,3238,841
TUBA1A,7846,1942
TAC3,6866,1267
UNC80,285175,19197
RB1,5925,4770
C17orf67,339210,2011
SNORD45B,26804,71
SLC16A10,117247,2963
IPO9,55705,11415
C9orf30,91283,2268
TMX1,81542,4599
MX2,4600,8286
FECH,2235,7340
PWRN2,791115,5170
NFE2,4778,2231
OR51I1,390063,944
CST9L,128821,956
CXXC1,30827,3230
ZNF429,353088,3879
PAFAH1B3,5050,1232
SRP72,6731,3899
MKLN1,4289,14563
ZC3HC1,51530,1913
GARNL3,84253,5423
TP53I11,9537,5604
TMEM8B,51754,4273
USP48,84196,7770
SCUBE3,222663,5163
USP13,8975,7990
CKM,1158,1556
ZNF334,55713,4022
ALDOA,226,3304
SYCN,342898,482
RIMS3,9783,7229
YWHAH,7533,2252
PTGES2,80142,2346
RPL23P8,222901,523
OR7E156P,283491,2647
SLC24A3,57419,3888
DYNC1LI1,51143,2482
THSD7A,221981,6517
P2RY10,27334,1789
LOC285419,285419,8976
KIAA0430,9665,8454
OR4P4,81300,938
BCAS2,10286,1299
PCDHGA3,56112,4669
ITPKB,3707,6877
C9orf25,203259,3644
SLCO4C1,353189,5330
RAB19,401409,997
EDC3,80153,4068
C7orf47,221908,1006
RAB6C,84084,3077
SNORD12B,100113393,103
CLCN7,1186,4894
TNFSF11,8600,2727
STAB1,23166,8614
OR5A2,219981,973
CCNB3,85417,5188
HIST2H2AB,317772,447
PAGE1,8712,662
ACCN1,40,4269
ANKRD42,338699,5476
ZNF607,84775,4526
NKG7,4818,824
DNAJC5B,85479,2924
GUSBL2,375513,2715
OXT,5020,512
S1PR3,1903,4205
NEFL,4747,3586
TPBG,7162,2958
OR6K6,128371,1032
UBXN7,26043,5333
FKBP14,55033,2247
ABCD3,5825,5544
APP,351,4545
TERF2,7014,3166
DPY19L2P2,349152,5683
MORN5,254956,1770
BAHCC1,57597,10248
ID1,3397,1222
FLJ25758,497049,1463
ZNF599,148103,6362
TTTY22,252954,427
SMO,6608,3988
CNGB1,1258,6338
LMCD1,29995,1969
ZXDC,79364,13738
C6orf97,80129,5282
BAZ1B,9031,6094
TFAMP1,260341,2222
LCE4A,199834,388
SLC5A3,6526,11575
RMI1,80010,3572
CDT1,81620,2674
KIAA1486,57624,6116
C4orf36,132989,907
S100A7,6278,439
TRIM39,56658,4622
IKZF1,10320,7824
LOC646813,646813,1286
HRASLS,57110,1061
PRSS1,5644,1876
PANX3,116337,1597
FMOD,2331,3003
RRP1B,23076,5757
RPSAP52,204010,1141
LOC100286793,100286793,4387
SNORD71,692111,86
CFTR,1080,6249
HMP19,51617,2424
FAM181A,90050,2090
ZNF33B,7582,9163
EIF5A2,56648,5536
CALB1,793,2759
HCG22,285834,5670
NEU1,4758,2340
GOLT1A,127845,1581
HTRA2,27429,2928
SLC10A5,347051,1315
APLN,8862,3115
HEMGN,55363,2239
HSD17B12,51144,3194
C13orf23,80209,5207
GPR15,2838,1081
CD276,80381,4385
OR2T33,391195,962
SIN3B,23309,7417
RBMY1F,159163,1883
GREB1L,80000,6741
PFKFB2,5208,9610
EHBP1L1,254102,5179
FEM1A,55527,3842
WDR38,401551,1318
OPRL1,4987,3354
PENK,5179,1984
CEACAM16,388551,1891
C2orf51,200523,795
GLIPR1L1,256710,986
TRIM68,55128,3769
REV1,51455,4926
CCL15,6359,1050
RNF157,114804,4890
MRVI1,10335,6667
PCGF3,10336,6827
PAR5,8123,3373
TMEM20,159371,5631
GRIN2C,2905,8115
SPINK14,408187,294
RPL10A,4736,1276
ORC2L,4999,3566
EPC1,80314,3242
KRT7,3855,1702
TLR7,51284,4991
C11orf20,25858,743
OR4F15,390649,937
TDRKH,11022,3715
ZG16,653808,676
BTBD18,643376,3185
AOX2P,344454,978
LRMP,4033,3063
SNORD12,692057,90
ECHDC3,79746,1771
STARD4,134429,3096
HEBP1,50865,2689
CTU1,90353,2106
LOC100132247,100132247,4249
GIMAP5,55340,1861
CLCN1,1180,3230
SNORD115-48,100033822,76
C1orf100,200159,577
MAP3K8,1326,3190
C4orf41,60684,4651
SLC33A1,9197,4589
PYGO1,26108,1365
NOL9,79707,2864
C4orf33,132321,2237
NDUFS5,4725,510
TPSAB1,7177,1193
GPA33,10223,2793
IL31,386653,903
BUB1,699,4214
YJEFN3,374887,2912
OR4K1,79544,936
LRG1,116844,1779
ZXDA,7789,2870
KCTD15,79047,5223
NEDD8,4738,2893
SAMD11,148398,2594
GADD45G,10912,1320
DDX23,9416,3266
NDUFA2,4695,585
TTC33,23548,5504
MAP3K6,9064,4353
EPDR1,54749,2713
AXL,558,4893
DNMT3L,29947,1705
DNAJC15,29103,2774
VWA5A,4013,4183
RASAL1,8437,3893
ALG10,84920,3125
SDHD,6392,1364
OR2L13,284521,1883
ECT2,1894,4761
GREM1,26585,4134
MOV10,4343,4568
MBD2,8932,3010
LHX3,8022,2577
HIST1H4I,8294,370
C20orf123,128506,2043
HGD,3081,3105
TMEM65,157378,4305
FOXC1,2296,3447
ABHD10,55347,2642
CLN8,2055,7168
C6orf94,153918,1599
SLC25A42,284439,3817
OR8G5,219865,863
CHST3,9469,6972
KCNJ2,3759,5569
LSM5,23658,3265
IGSF9,57549,5006
PRR13,54458,1202
ITCH,83737,6502
OR51G1,79324,964
LAIR1,3903,3112
PTPN3,5774,14425
SGCE,8910,2296
PARP2,10038,2247
ATP1B4,23439,3891
SFRS13A,10772,4621
TMEM147,10430,1061
PRPF4B,8899,7638
SCRT1,83482,3552
SRCAP,10847,12003
PEX14,5195,4006
SNORD58A,26791,65
LOC144571,144571,2187
CDC42BPA,8476,11791
COQ3,51805,1264
GTF2A1L,11036,1921
RNF149,284996,3190
SLC5A1,6523,5190
PGLS,25796,1032
MTSS1,9788,5918
OLIG3,167826,2196
ALOX15,246,3019
FOSL1,8061,1668
COG8,84342,2557
COMMD7,149951,2474
C3orf63,23272,8769
IFT140,9742,5267
KRT40,125115,2191
SDC4,6385,2610
CDC123,8872,2239
TMEM132E,124842,4368
OLFML3,56944,2298
PTP4A3,11156,1915
GGN,199720,2154
ABHD15,116236,2739
LOC100130264,100130264,1789
ZNF517,340385,5308
DOK4,55715,2991
NRXN1,9378,11196
ACAP2,23527,8174
ZNF354C,30832,2371
SKA1,220134,2914
CAMK1G,57172,2910
NAALADL2,254827,5865
PRDM5,11107,4798
CD200R1L,344807,1463
OR6P1,128366,953
LUZP6,767558,3882
FGF22,27006,612
OR51L1,119682,946
SLC4A9,83697,3435
ADAM12,8038,8932
PLK4,10733,3939
RAB6A,5870,4794
C16orf80,29105,1291
SLC29A2,3177,2688
PCK1,5105,2679
TMEM91,641649,2352
ACOX3,8310,3514
FAM134A,79137,4607
ACTR1B,10120,2258
C1QL2,165257,2049
LMTK3,114783,4970
NTS,4922,1230
HMX1,3166,1896
SLC25A3,5250,3502
PREB,10113,2166
LOC653566,653566,1624
TEPP,374739,1619
VPRBP,9730,6843
PCDHGB6,56100,4644
PLXNA4,91584,15460
HILS1,373861,1517
BTNL9,153579,4236
IFNA13,3447,705
FABP6,2172,867
LZTS1,11178,5458
ZKSCAN2,342357,7571
PIPOX,51268,2412
RBMX2,51634,1527
KLHL30,377007,3557
PIK3CB,5291,5187
PAPD4,167153,3523
ALB,213,2283
DMBX1,127343,2882
DDB2,1643,3262
C8orf33,65265,2655
PLSCR4,57088,3656
ANAPC16,119504,3519
ARL10,285598,3379
TYRP1,7306,2875
SLCO1B3,28234,3638
EXOSC2,23404,2769
AKR1D1,6718,3336
ANAPC13,25847,1841
GTF2H1,2965,3999
NOBOX,135935,1471
ACOT13,55856,4391
BTN2A3,54718,2427
HHIPL2,79802,2574
L3MBTL4,91133,3656
PCNP,57092,2237
HGF,3082,4282
TAS2R43,259289,1027
TSSK4,283629,1736
HNRNPH2,3188,2309
LRRC43,254050,2468
MYLK4,340156,5818
GOPC,57120,6040
RPS18,6222,712
OTUB2,78990,4193
TSC22D1,8848,5154
SEC14L2,23541,4991
PCIF1,63935,2810
LOC100128788,100128788,2796
OR6S1,341799,996
KCNK16,83795,1680
C9orf5,23731,8104
LRRN4,164312,3263
OR2F2,135948,953
RABAC1,10567,806
MLLT3,4300,4614
PNPLA5,150379,2590
ZNF548,147694,3416
LOC401010,401010,2734
PSMA6,5687,1059
LOC150381,150381,1633
MMP28,79148,3079
CLSTN2,64084,5274
C3orf16,389161,4356
GAB4,128954,3744
CBX7,23492,3951
DGKE,8526,8126
NEK10,152110,4736
RPIA,22934,1833
KBTBD11,9920,6716
NDUFC1,4717,809
LYPD6B,130576,1709
CTTN,2017,3975
KIAA1598,57698,6949
CRYAB,1410,1256
ZNF433,163059,2368
KCNN1,3780,2710
CLDN3,1365,1273
LOC90246,90246,2750
ECE1,1889,6190
C20orf173,140873,2583
FAM22G,441457,4888
TRERF1,55809,8155
IL27,246778,1043
NEFM,4741,3626
C16orf92,146378,895
GCLM,2730,3074
CYTH4,27128,5412
LYRM1,57149,2963
MTMR9L,339483,2810
NET1,10276,3724
IMPDH2,3615,2455
ADAM19,8728,7036
NAB1,4664,4567
RPS6KB1,6198,5473
HSPD1,3329,3648
C3orf22,152065,946
SLC28A2,9153,2463
C19orf33,64073,520
TMEM86B,255043,1893
ATP5I,521,674
LOC100130872,100130872,6201
GPR89B,51463,2435
LOC153910,153910,2530
HS3ST3A1,9955,2527
PANX1,24145,2766
ZNF677,342926,4111
MSH2,4436,3948
DNASE2,1777,2008
PAGE5,90737,739
OR2T1,26696,1109
CEP68,23177,7143
BCL6,604,3937
FAM158A,51016,834
KIAA2018,205717,13735
TMEM198,130612,2565
ZNF326,284695,3972
CEP63,80254,8277
SPOPL,339745,5732
GOLGA2P3,401634,1061
MGC87042,256227,1586
DOT1L,84444,11674
COL1A2,1278,5411
DYRK1B,9149,2702
LRRC70,100130733,2249
RPTN,126638,3569
MED1,5469,8146
PDCL3,79031,1075
RETNLB,84666,573
PLEKHG6,55200,3777
OTUD6A,139562,1689
LOC440461,440461,1636
GLB1,2720,2836
TRIM5,85363,3615
PDXDC2,283970,4501
FAM176B,55194,1235
IGLON5,402665,3100
CDKN1C,1028,1928
SLC24A2,25769,2783
EAF2,55840,1583
DPP6,1804,7077
DIMT1L,27292,1670
ALKBH2,121642,1197
FBXO34,55030,6803
ADCY7,113,6250
PDK4,5166,3856
USP4,7375,5329
TDO2,6999,1693
PLA2G12B,84647,1092
SURF2,6835,844
PCDHGB8P,56120,1972
LOC401588,401588,1847
APOBEC3A,200315,1792
HOMER1,9456,4213
ZHX2,22882,4359
GTPBP10,85865,3639
ATG9B,285973,4978
SP110,3431,2828
CACNA1H,8912,8120
RUSC2,9853,5798
BCL10,8915,3256
P2RY14,9934,2834
C3orf70,285382,5899
RBMXL3,139804,3469
RANBP3,8498,4536
SDK2,54549,12115
CACNG4,27092,3397
OR13C9,286362,956
CARD10,29775,5613
GZMA,3001,895
NPY1R,4886,2759
ZNF681,148213,7358
STAMBPL1,57559,15317
HSF4,3299,2618
MCTS1,28985,9957
SSTR5,6755,1362
ALKBH6,84964,1571
ZMYND12,84217,1772
ITGA3,3675,5026
NME7,29922,5765
FBXO6,26270,1547
SNCA,6622,3478
GBA,2629,2634
ZNF644,84146,5822
RPS15A,6210,2275
CIB3,117286,660
COQ6,51004,2720
BRIX1,55299,3731
C3orf20,84077,4368
C21orf82,114036,1806
CCDC116,164592,2727
CANT1,124583,3701
TRPM3,80036,11553
OR10S1,219873,996
GPX2,2877,1200
HEG1,57493,9463
ATP6AP1,537,4776
NTF4,4909,992
KNCN,148930,2465
SRD5A3,79644,2660
NBPF22P,285622,2677
C14orf166,51637,1062
PIK3R4,30849,5038
SLC38A5,92745,2404
ICAM4,3386,1420
TMEM85,51234,1888
BET1L,51272,2956
NT5C,30833,1020
NXF5,55998,2156
CTH,1491,1862
TRIM8,81603,2744
SPDYC,387778,881
PRR5-ARHGAP8,553158,3370
RASGEF1A,221002,3338
TRIM67,440730,8522
ERC1,23085,10038
NAA15,80155,5554
PDE4DIP,9659,15893
TAX1BP3,30851,2095
TXN2,25828,1336
SASH1,23328,8701
HSP90AB4P,664618,1518
OR51A2,401667,940
RBM3,5935,2067
ZBTB9,221504,2709
KLHL26,55295,3122
SNORD114-25,767605,71
HLA-E,3133,1807
TCEANC,170082,4049
MACF1,23499,27585
ANKLE1,126549,3319
TMEM184B,25829,3919
LOC285593,285593,3014
LOC341056,341056,2045
CKS1B,1163,923
FABP12,646486,483
ZNF621,285268,8315
DOCK1,1793,9228
AMICA1,120425,4159
UTP14C,9724,9703
GTF3C4,9329,3901
USP6NL,9712,6349
C12orf47,51275,2285
KIAA1328,57536,6706
FAM105B,90268,7895
LRRN3,54674,3725
SETD1A,9739,6447
GRRP1,79927,1523
SPANXN5,494197,561
KRTAP10-4,386672,1382
ZNF678,339500,3390
C21orf90,114043,1044
ANO2,57101,3717
C1orf63,57035,1464
ARF6,382,3938
FSTL4,23105,5615
ZNF611,81856,4961
PSORS1C3,100130889,593
DISP1,84976,4743
MYNN,55892,3327
GLUD2,2747,2333
SNORD20,6082,80
C19orf34,255193,1254
SGK3,23678,4768
TMPRSS6,164656,3672
XPO5,57510,5363
RDH16,8608,2005
CBARA1,10367,2802
KLHDC9,126823,1361
H3F3C,440093,1055
RPS6KA6,27330,3005
BAGE,574,992
SCG5,6447,1244
PTGS2,5743,4492
FAM193B,54540,4882
CTAGE9,643854,2575
SUPV3L1,6832,2609
TFAP2C,7022,2970
MYCNOS,10408,770
UCHL5,51377,4251
PARVB,29780,2124
MAGEB2,4113,1610
C20orf134,170487,2027
PLGLB2,5342,3008
C1orf59,113802,2214
C21orf2,755,4463
ALG11,440138,1980
PEA15,8682,2774
NUP62CL,54830,1761
AWAT2,158835,2124
MUC15,143662,3391
KIAA1671,85379,10696
MAT1A,4143,3403
WAC,51322,4038
RAB27A,5873,3042
OSBPL7,114881,5408
DSCR8,84677,830
NBPF4,148545,2586
C15orf63,25764,2461
C3orf18,51161,2743
ARL13B,200894,3709
ZNF771,51333,3197
SH3BP1,23616,5806
COL9A1,1297,4130
WRAP53,55135,2866
WNT9B,7484,3161
RELB,5971,2261
NSA2,10412,1104
MAST4,375449,10449
RPUSD3,285367,3316
CDH7,1005,4164
TM2D3,80213,3502
PRICKLE1,144165,6500
FAM73A,374986,8122
NDUFB11,54539,1123
GPRIN1,114787,4208
UBE2V1,7335,2604
C21orf56,84221,2315
ADAM30,11085,2957
POLR1E,64425,2498
DLST,1743,3437
RASL10B,91608,3193
DNAH11,8701,14186
RNF133,168433,1443
TNS4,84951,4177
WISP1,8840,2796
CCT3,7203,2371
PCDHB9,56127,4217
TTC39A,22996,8956
SLC35A3,23443,2461
TEX10,54881,3727
CNGA2,1260,3285
SPANXN4,441525,430
RPGRIP1L,23322,6537
COG2,22796,3192
ZNF687,57592,5899
AGPS,8540,7740
SYT5,6861,2840
KIAA1467,57613,4709
UBR4,23352,21987
LOC80054,80054,2200
FBXO40,51725,5722
TLR9,54106,4372
TMEM31,203562,730
TH1L,51497,2472
C2orf15,150590,1406
DDX3Y,8653,5130
SGTB,54557,5451
TRAK2,66008,6712
LCE2B,26239,609
RASGRF2,5924,6014
OR6W1P,89883,1502
BTG1,694,6882
TMX3,54495,5311
CDK13,8621,8688
HMGN3,9324,1468
SNX12,29934,1165
FAM59A,64762,3044
SMEK1,55671,5795
FLJ43390,646113,2964
IFI16,3428,3348
TRIM40,135644,2495
CHD3,1107,8847
EDAR,10913,4422
C22orf39,128977,3698
CECR4,100130717,625
SLIT2,9353,4950
TAF13,6884,577
DHX37,57647,4744
TAF5,6877,3266
DNAH14,127602,17065
POLG2,11232,1711
CDV3,55573,4331
EYA4,2070,6051
C19orf73,55150,743
METTL4,64863,3673
LY6H,4062,1815
C17orf77,146723,2525
WHAMM,123720,4259
NKX2-2,4821,2076
SNORD63,26785,67
RNF112,7732,3473
MS4A5,64232,716
IGSF21,84966,2691
NPAS2,4862,4179
FSTL1,11167,4834
GAL3ST1,9514,1956
UBE2G2,7327,3024
CARD9,64170,2641
GPX4,2879,1215
C5orf42,65250,11701
SNAP91,9892,5277
SMAGP,57228,1991
ZNF853,54753,3576
WDR45,11152,3688
SOHLH2,54937,2785
KIAA0892,23383,7065
LRRC41,10489,3635
KRTAP4-9,100132386,1098
ACPT,93650,1347
DEXI,28955,1499
B4GALNT4,338707,3453
UBXN2A,165324,2462
CHPT1,56994,4668
NOS3,4846,5121
TOMM40L,84134,3548
C17orf80,55028,4069
RNF40,9810,4861
COPA,1314,5665
NSDHL,50814,1630
TM6SF2,53345,1483
MRAP,56246,1339
TMEM40,55287,1917
C20orf96,140680,2392
CYC1,1537,1831
ASF1B,55723,1730
CASP8,841,6416
LEAP2,116842,706
SIGMAR1,10280,1781
TRDMT1,1787,8598
ANKRD52,283373,8717
LOC219347,219347,4048
CASR,846,5140
ZNF782,158431,3420
EXOC7,23265,7841
GJD3,125111,4039
SH2D2A,9047,1845
CREB3L2,64764,8466
DSCR9,257203,1790
NBPF1,55672,9263
CLVS2,134829,2010
CCS,9973,1270
AKAP14,158798,908
C2orf50,130813,2938
CPE,1363,2427
LOXL4,84171,3657
CACNA1C,775,18216
ZNF827,152485,4179
HIST1H2BO,8348,467
HARS,3035,3756
RAB5C,5878,1987
LOC158376,158376,1546
UPK1B,7348,2057
TRIM49L,729384,1647
RBBP9,10741,3855
RPS6KA5,9252,4465
GNG2,54331,4785
OR4K2,390431,945
SCHIP1,29970,5854
GRINA,2907,2165
ECD,11319,2335
CHMP6,79643,1663
MFF,56947,2676
NDP,4693,2002
SALL4,57167,3482
PRDX5,25824,1026
TRPV5,56302,3219
ITIH4,3700,4100
MEP1A,4224,3124
TMEM68,137695,4380
TAAR6,319100,1036
SNORA10,574042,133
OR51T1,401665,1064
ZNF541,84215,4631
FAM167B,84734,954
NFXL1,152518,4166
C18orf10,25941,3067
DOCK8,81704,11927
DLAT,1737,4322
FRMPD2L1,728798,1881
FEZF2,55079,2235
FLJ44082,389762,4927
RHCG,51458,2305
HHIPL1,84439,3904
GBP1,2633,3050
CBWD1,55871,4094
PDE4B,5142,5720
VWC2L,402117,908
ATP7B,540,8279
FAM27C,100132948,702
NEB,4703,25731
LOC84856,84856,2389
PRR11,55771,1346
ALAD,210,3535
CTSL2,1515,2723
MAST3,23031,5892
PABPC1,26986,2860
DDX60L,91351,9400
KAT2B,8850,4822
CAPRIN2,65981,4892
TNR,7143,5208
LCORL,254251,3468
SSH3,54961,3024
SLC30A10,55532,5011
INSIG2,51141,2582
PCDHAC2,56134,5759
POM121L9P,29774,5222
CLK3,1198,8759
JPH1,56704,4371
ZDHHC2,51201,4011
GPR132,29933,3958
CASP5,838,1488
CENPM,79019,2248
IQCH,64799,5538
PLD4,122618,1972
OR6C3,254786,935
KIF3A,11127,6346
PDGFRB,5159,7936
IL11,3589,2354
CRB2,286204,5820
SCAND1,51282,1732
CSRP2BP,57325,4017
UTRN,7402,12647
GRPEL1,80273,2680
JMJD6,23210,5711
TP53TG3B,729355,3317
GSTO2,119391,2069
PROCA1,147011,1728
TMEM200A,114801,6131
PSMD6,9861,2251
ZDHHC1,29800,2008
HEMK1,51409,5981
COL11A2,1302,6696
OR14J1,442191,965
EBF2,64641,4028
MVP,9961,3206
RHPN2,85415,4169
ENPEP,2028,4993
ZNF252,286101,5429
PPP3CC,5533,2285
PDZRN4,29951,3985
C19orf69,100170765,945
SNORD113-6,767566,73
MARCKS,4082,4289
C15orf48,84419,915
ANKK1,255239,2542
COL5A3,50509,6174
CAPN13,92291,4419
VEZF1,7716,4651
PARP14,54625,10033
MARK3,4140,4041
TCTN3,26123,3259
LOC92973,92973,5243
RNF113B,140432,1377
HSCB,150274,1080
CYP2F1,1572,3027
SLC25A35,399512,3401
IGSF6,10261,1775
ASAP2,8853,5717
MORC2,22880,4467
FAM47A,158724,2554
KIAA0195,9772,6338
TRIM66,9866,10196
SCARNA9L,100158262,347
LOC282997,282997,2015
TMEM159,57146,2113
ALG8,79053,1872
SNAPC2,6618,1618
TMEM2,23670,6584
SPDYE3,441272,1903
PTRH2,51651,2116
KCNAB2,8514,5445
IQCJ,654502,1946
MRS2P2,729633,2688
MAGEA1,4100,1709
PCDHB15,56121,2653
REPS1,85021,3550
EPHA2,1969,4012
DCAF6,55827,3822
MARCKSL1,65108,1545
HBII-52-27,100036564,76
TAF8,129685,5678
CER1,9350,1203
CEP164,22897,10150
OR5AS1,219447,973
PPP4R4,57718,4319
ZNF341,84905,5113
GBGT1,26301,3015
OR4S1,256148,929
KIAA0355,9710,6746
SLC22A18,5002,1624
PRDM13,59336,3204
NCKAP5,344148,10008
OR13D1,286365,1040
KIF6,221458,6198
FKBPL,63943,1341
TNKS1BP1,85456,6737
PPIL2,23759,4190
USP2,9099,4066
CD6,923,3286
C12orf44,60673,1436
TANC2,26115,15032
SUPT5H,6829,5884
TSPAN6,7105,2486
REXO4,57109,2358
C20orf177,63939,4011
NUP188,23511,6334
RNF187,149603,3400
PEX26,55670,2740
GRHL1,29841,3892
APOC1,341,644
SNORD78,692198,53
MMP23B,8510,1382
ATP8B5P,158381,6013
PRAMEF18,391003,2123
UBXN6,80700,1734
GFRAL,389400,1911
RHOT2,89941,4025
USP35,57558,4926
IFNA1,3439,876
SLC2A11,66035,4516
TREX2,11219,1462
AFM,173,1996
LOC100126784,100126784,3666
PLXNA2,5362,12629
ETS2,2114,3979
ZMYM3,9203,6399
HSPA14,51182,4279
CBLN1,869,2025
NBR2,10230,2998
MGC15885,197003,2315
DHRS4,10901,2710
RPL22,6146,2084
PA2G4,5036,2625
SERAC1,84947,5336
C17orf66,256957,2190
ABCB6,10058,4474
LOC440925,440925,2129
SERINC3,10955,2851
COMP,1311,2706
VMA21,203547,4687
C1orf130,400746,3953
FAM45A,404636,2393
SIGLEC8,27181,3879
OR52W1,120787,961
RBM28,55131,2809
MRGPRF,116535,2282
RUNDC3A,10900,2431
MRPS6,64968,990
ITLN1,55600,1180
C14orf49,161176,3607
ALDH8A1,64577,2582
KRTAP3-2,83897,693
SLC37A2,219855,4618
TMEM41A,90407,7078
S100A5,6276,709
SMN2,6607,2519
DRD3,1814,2043
SEC61B,10952,561
BAGE2,85319,1891
RAET1L,154064,801
ZNF202,7753,4079
MUS81,80198,2786
GSTK1,373156,1225
LPPR4,9890,4968
ERI2,112479,4569
GIGYF2,26058,10331
SLC34A3,142680,3663
LOC338758,338758,2997
SLC27A3,11000,2412
RPUSD2,27079,1839
ZBED5,58486,7902
KCNJ15,3772,3012
DCTN5,84516,3323
ZNF576,79177,2057
TNFAIP8,25816,3266
LSAMP,4045,2797
C17orf95,124512,1162
C3orf45,132228,1433
RAB27B,5874,1331
ENO3,2027,1902
EFHD1,80303,2175
ADK,132,2231
